order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged
100839,2026-04-07,杭州,clothing,0,1.45,16.3,18.9,18.1,bubble,9.03,30.0,0.0
100033,2026-07-10,北京,ceramics,1,2.92,49.4,38.0,22.2,wood,16.69,87.0,0.0
100463,2026-02-26,杭州,glass,1,3.99,59.8,29.4,29.1,wood,21.09,197.0,0.0
100747,2026-08-11,西安,electronics,0,1.12,57.7,32.9,13.1,cardboard,8.41,116.0,0.0
101848,2026-01-29,广州,electronics,0,0.81,30.6,11.9,,bubble,5.86,138.0,0.0
100423,2026-01-27,北京,books,0,0.88,53.0,38.1,9.4,bubble,4.66,53.0,0.0
100164,2026-07-02,深圳,electronics,0,2.99,43.1,14.7,29.3,bubble,9.93,84.0,0.0
100204,2026-03-16,成都,glass,1,2.35,17.7,22.9,13.9,wood,16.21,143.0,0.0
101415,2026-07-08,北京,ceramics,1,1.17,50.9,28.7,5.1,wood,13.66,118.0,0.0
100290,2026-04-29,成都,electronics,1,0.76,53.9,15.0,15.1,cardboard,8.16,113.0,0.0
100938,2026-03-07,成都市,clothing,0,0.7,15.3,16.6,37.6,bubble,9.64,29.0,0.0
100781,2026-07-30,上海,glass,1,3.05,59.5,33.2,19.7,wood,19.98,143.0,0.0
100539,2026-02-25,成都,books,0,0.97,27.0,29.3,13.4,cardboard,9.49,52.0,0.0
101996,2026-02-06,杭州,electronics,0,1.52,58.7,37.7,7.7,bubble,8.96,88.0,0.0
101474,2026-04-23,广州,books,0,0.56,20.0,43.3,24.2,bubble,7.04,32.0,0.0
101812,2026-01-09,西安,glass,1,4.97,18.2,17.4,6.1,bubble,13.85,135.0,0.0
101455,2026-05-14,武汉,books,0,2.46,37.4,42.1,34.1,bubble,10.3,38.0,0.0
101393,2026-02-09,成都,electronics,0,2.83,34.1,26.1,14.8,bubble,10.48,133.0,0.0
100219,2026-05-02,深圳,clothing,0,1360.0,40.0,20.4,16.5,cardboard,11.42,41.0,0.0
101961,2026-03-07,广州,ceramics,1,2.56,33.5,30.0,36.0,cardboard,14.24,131.0,0.0
101669,2026-05-10,武汉,books,0,0.68,42.4,31.1,14.5,cardboard,8.27,51.0,0.0
101327,2026-08-07,西安,clothing,0,0.26,33.3,15.0,26.4,bubble,5.8,37.0,
100611,2026-04-23,北京市,glass,1,2.44,48.8,30.2,33.2,wood,17.9,191.0,0.0
100722,2026-04-12,北京,electronics,0,4.57,54.9,12.0,34.3,cardboard,15.92,,0.0
100060,2026-05-14,西安市,clothing,0,1.07,30.7,39.9,15.5,bubble,5.72,28.0,0.0
101709,2026-08-24,深圳,clothing,0,0.56,38.6,16.8,24.2,bubble,7.77,36.0,0.0
101406,2026-01-19,成都,electronics,0,3.24,46.8,,36.3,cardboard,13.59,120.0,0.0
100074,2026-05-20,西安,electronics,1,3.62,59.6,10.1,5.6,wood,19.76,,0.0
100163,2026-08-28,杭州,glass,1,3.68,49.4,20.8,12.6,wood,17.76,146.0,0.0
100367,2026-08-06,SHENZHEN,ceramics,1,2.11,20.6,23.7,16.0,wood,17.0,129.0,0.0
100533,2026-01-19,上海,ceramics,1,2.03,20.8,16.8,27.3,cardboard,10.39,89.0,0.0
100562,2026-05-11,深圳,ceramics,1,1.53,26.8,,26.4,cardboard,11.35,91.0,0.0
101826,2026-02-20,广州,glass,1,3.69,55.9,22.9,17.4,wood,19.25,153.0,0.0
100603,2026-01-04,北京,electronics,0,3.66,16.1,38.6,,cardboard,12.36,85.0,0.0
101965,2026-05-18,北京,clothing,0,1.35,27.7,30.5,20.3,bubble,9.45,39.0,0.0
100046,2026-05-07,武汉,ceramics,1,2.13,54.9,42.2,22.6,cardboard,12.86,98.0,0.0
100979,2026-03-09,武汉,ceramics,1,1.76,54.1,35.8,9.8,bubble,8.36,136.0,0.0
100355,2026-05-09,杭州,electronics,1,1.37,46.7,28.6,18.1,bubble,7.98,132.0,0.0
101648,2026-04-23,西安,clothing,0,1.33,17.3,21.9,22.3,cardboard,8.77,37.0,0.0
101001,2026-07-27,杭州,clothing,0,0.52,52.2,27.3,37.8,wood,15.49,41.0,0.0
100077,2026-04-24,上海,glass,1,2.96,38.4,24.3,8.3,cardboard,12.43,181.0,0.0
101947,2026-05-23,杭州,glass,1,0.96,50.1,35.7,35.3,wood,16.38,190.0,0.0
101789,2026-05-08,武汉,ceramics,1,1.51,17.9,23.7,26.5,cardboard,10.79,99.0,0.0
100681,2026-06-14,武汉,ceramics,1,3.25,48.0,16.6,20.5,wood,17.74,137.0,0.0
101332,2026-07-29,成都,electronics,1,2.57,35.7,43.3,8.1,wood,16.02,87.0,0.0
100983,2026-01-21,北京,ceramics,1,3.36,34.5,36.6,6.5,cardboard,13.37,99.0,0.0
100394,2026-08-21,北京,clothing,0,1.29,57.3,12.4,21.6,cardboard,11.06,24.0,0.0
100837,2026-08-08,西安,books,0,2.98,59.0,21.5,16.7,cardboard,11.8,51.0,0.0
100031,2026-06-25,上海,clothing,0,0.46,20.9,31.5,8.3,bubble,7.83,40.0,0.0
101107,2026-05-17,武汉,ceramics,1,1.3,26.2,15.1,10.1,cardboard,9.38,125.0,0.0
101612,2026-04-08,西安,books,0,0.98,31.4,41.0,13.5,bubble,7.01,44.0,0.0
100716,2026-04-13,北京,glass,1,3.78,28.4,17.7,29.7,wood,19.45,201.0,0.0
100977,2026-02-07,武汉,books,0,0.8,52.0,32.3,15.3,cardboard,8.38,51.0,0.0
101557,2026-01-01,西安,glass,1,1.8,18.6,32.0,17.9,bubble,10.89,169.0,0.0
100825,2026-08-19,上海,electronics,1,0.61,51.9,28.4,19.9,wood,13.94,87.0,0.0
101958,2026-07-25,杭州,electronics,1,4.2,48.2,31.5,26.0,wood,20.55,132.0,0.0
101574,2026-01-25,北京,electronics,0,4.23,43.1,15.2,24.9,cardboard,14.59,114.0,0.0
101977,2026-02-12,深圳,ceramics,1,4.47,24.5,25.1,7.2,wood,19.37,124.0,0.0
100375,2026-05-17,武汉,glass,0,2.83,54.9,23.5,,bubble,11.64,163.0,0.0
101597,2026-07-21,西安,electronics,1,3.05,36.8,13.9,24.5,cardboard,12.16,83.0,0.0
100045,2026-02-17,深圳,glass,1,1.75,46.6,32.7,27.8,cardboard,12.54,169.0,0.0
101695,2026-07-04,北京市,ceramics,1,1.88,39.8,43.1,28.3,cardboard,12.68,137.0,0.0
100169,2026-01-03,西安,ceramics,1,3.6,25.1,20.0,13.8,bubble,11.28,139.0,0.0
100304,2026-02-03,杭州,clothing,0,0.58,52.0,15.5,8.6,cardboard,8.24,38.0,0.0
101966,2026-03-27,成都,glass,1,4.47,22.7,39.7,10.4,wood,19.98,161.0,0.0
101614,2026-06-15,深圳,clothing,0,0.55,18.0,21.2,12.4,cardboard,8.2,41.0,0.0
101955,2026-02-12,深圳,clothing,0,1.19,26.2,32.5,16.2,bubble,7.86,30.0,0.0
100620,2026-07-12,西安,electronics,0,3.08,53.8,31.7,31.1,wood,22.02,95.0,0.0
101436,2026-05-03,深圳,glass,1,2.56,49.7,21.2,23.1,cardboard,13.17,175.0,0.0
100721,2026-01-03,深圳,electronics,0,1.47,31.3,34.1,23.0,cardboard,8.55,135.0,0.0
101774,2026-01-31,上海,books,0,2.61,17.4,30.1,6.2,cardboard,12.43,,0.0
101320,2026-05-06,北京,books,0,2.87,59.0,31.0,35.8,bubble,13.54,44.0,0.0
100594,2026-01-13,杭州,ceramics,1,2.67,26.1,42.3,23.1,cardboard,12.49,82.0,0.0
101970,2026-06-03,杭州,clothing,0,1.32,26.1,18.1,25.5,bubble,8.42,37.0,0.0
101293,2026-01-25,成都,electronics,0,0.8,29.8,31.3,25.4,cardboard,9.63,106.0,1.0
101613,2026-07-15,上海,glass,1,1.37,41.2,19.6,24.3,cardboard,10.58,178.0,0.0
101090,2026-05-18,北京,books,0,0.77,,36.7,21.0,cardboard,11.9,53.0,0.0
100508,2026-02-13,杭州,glass,1,3.38,41.3,10.3,24.9,cardboard,12.8,157.0,0.0
100186,2026-07-12,广州,clothing,0,0.57,56.8,44.3,6.5,bubble,6.06,26.0,0.0
100652,2026-08-30,广州,electronics,0,4.88,26.6,25.3,29.1,cardboard,14.18,104.0,0.0
100428,2026-04-17,杭州,glass,1,2.37,18.9,25.0,10.9,wood,16.81,201.0,0.0
100487,2026-04-14,西安,books,0,1.91,51.9,32.6,7.7,bubble,9.04,53.0,0.0
101221,2026-04-26,上海,books,0,0.64,33.6,32.1,18.0,cardboard,8.62,45.0,0.0
100301,2026-04-17,广州,clothing,0,0.26,42.0,12.5,37.7,wood,12.92,35.0,0.0
101051,2026-08-16,武汉,clothing,0,0.29,44.9,29.4,22.3,cardboard,9.11,30.0,0.0
100742,2026-07-01,杭州,electronics,0,2.27,41.7,28.9,7.6,bubble,9.3,114.0,0.0
100555,2026-04-25,深圳,books,0,0.65,18.8,23.4,14.1,bubble,7.88,50.0,0.0
101624,2026-07-08,上海,glass,1,2.81,53.2,23.2,9.9,cardboard,11.75,139.0,0.0
101672,2026-03-18,成都,books,1,0.34,27.0,34.0,32.8,cardboard,7.67,,0.0
101963,2026-06-21,深圳,electronics,0,0.59,30.2,37.2,10.1,bubble,5.58,135.0,0.0
101385,2026-04-25,上海,electronics,0,0.82,23.9,15.9,15.7,cardboard,8.98,95.0,0.0
100999,2026-05-20,武汉市,electronics,0,4.46,20.4,38.3,27.7,cardboard,13.35,113.0,0.0
100176,2026-02-13,北京,glass,1,3.5,51.5,34.9,8.6,cardboard,12.59,142.0,0.0
100582,2026-08-15,上海,clothing,0,1.45,24.5,10.6,31.5,bubble,8.45,33.0,0.0
101481,2026-02-24,成都,clothing,0,1.37,59.9,34.6,25.7,cardboard,11.08,38.0,0.0
101733,2026-05-02,成都,electronics,0,4.28,39.5,20.4,20.4,cardboard,16.1,83.0,0.0
100124,2026-04-19,上海,glass,1,3.7,32.0,31.7,6.4,cardboard,14.21,139.0,0.0
100454,2026-05-07,成都,clothing,0,1.11,25.1,15.9,21.5,bubble,7.78,27.0,0.0
100412,2026-01-28,北京,ceramics,1,3.48,39.8,37.0,16.1,wood,18.56,110.0,0.0
101007,2026-08-12,深圳,ceramics,1,2.85,31.9,11.5,33.6,cardboard,12.6,89.0,0.0
100040,2026-04-20,上海,clothing,0,1.41,52.7,11.4,12.1,bubble,8.97,39.0,0.0
100807,2026-05-08,北京,electronics,0,0.72,16.6,37.4,29.7,bubble,7.05,103.0,0.0
101924,2026-08-19,上海,clothing,0,1.31,56.2,34.1,16.3,bubble,7.91,32.0,0.0
100332,2026-08-01,北京,clothing,0,0.66,53.7,20.4,12.4,cardboard,9.23,29.0,0.0
101652,2026-07-22,广州,electronics,0,999.0,16.8,12.3,34.3,bubble,7.77,98.0,0.0
100195,2026-04-19,武汉,clothing,0,1.3,49.5,,15.8,bubble,7.77,41.0,0.0
100536,2026-02-03,杭州,clothing,0,0.89,16.2,14.8,32.9,bubble,8.47,35.0,0.0
101572,2026-08-14,西安市,electronics,0,4.59,47.4,17.4,18.5,cardboard,17.18,122.0,0.0
101739,2026-02-03,深圳,electronics,0,2.14,43.7,44.6,36.3,cardboard,14.71,86.0,0.0
100323,2026-08-17,深圳,glass,1,4.99,53.9,29.4,17.0,cardboard,16.03,191.0,0.0
101386,2026-07-31,西安,electronics,1,,19.6,21.1,31.3,wood,17.0,117.0,0.0
100267,2026-02-07,西安,ceramics,1,1.57,45.0,26.5,16.3,bubble,7.41,80.0,0.0
100671,2026-08-21,西安,clothing,0,0.91,25.1,19.1,5.5,cardboard,7.64,39.0,0.0
101451,2026-06-24,西安,electronics,1,3.69,21.9,35.3,25.3,wood,19.72,92.0,0.0
100068,2026-04-24,武汉,glass,1,0.81,15.1,27.8,22.1,bubble,5.2,190.0,0.0
101260,2026-01-03,杭州,electronics,0,999.0,29.6,34.3,11.8,bubble,9.67,110.0,0.0
100549,2026-06-24,深圳,glass,1,0.82,38.8,23.6,18.7,bubble,8.89,165.0,0.0
101803,2026-05-25,西安,clothing,0,0.44,48.8,41.6,14.6,bubble,6.2,39.0,0.0
100986,2026-02-20,成都,ceramics,1,2.62,28.5,17.3,24.1,cardboard,11.46,83.0,0.0
101418,2026-07-04,成都,electronics,0,1.87,28.6,35.9,6.3,bubble,9.21,117.0,0.0
101705,2026-06-25,上海,glass,1,1.41,29.4,30.3,38.4,wood,16.64,146.0,0.0
101432,2026-01-04,深圳,ceramics,1,1.24,18.2,44.6,25.3,bubble,7.86,115.0,1.0
101638,2026-02-21,杭州,clothing,0,0.9,40.4,19.5,36.5,bubble,8.78,33.0,0.0
101817,2026-04-20,深圳,ceramics,1,3.72,53.7,22.7,22.6,wood,19.21,107.0,0.0
100906,2026-07-03,西安,electronics,0,3.69,20.7,19.8,5.4,wood,19.53,116.0,0.0
101182,2026-02-01,深圳,glass,1,2.43,34.9,31.3,8.9,cardboard,12.37,153.0,0.0
101658,2026-03-29,上海,glass,1,3.9,42.3,26.1,20.7,cardboard,15.51,159.0,
100991,2026-04-24,广州,ceramics,0,4.25,42.8,38.1,5.0,cardboard,13.42,123.0,0.0
101517,2026-08-13,广州,glass,1,3.5,37.1,26.1,24.1,wood,20.58,167.0,0.0
100893,2026-08-09,上海,clothing,0,1.12,22.7,26.5,34.8,wood,16.41,27.0,0.0
100417,2026-07-27,上海,ceramics,1,3.73,45.2,36.9,22.7,bubble,13.29,133.0,0.0
101845,2026-03-24,武汉,glass,1,4.53,22.2,19.5,35.4,wood,19.81,201.0,0.0
101554,2026-02-27,广州,electronics,0,4.21,58.4,37.3,17.2,wood,21.0,139.0,0.0
101603,2026-06-14,成都,clothing,0,0.46,32.4,19.4,7.0,bubble,7.61,26.0,0.0
101683,2026-08-27,杭州,clothing,0,0.63,51.4,33.3,13.3,cardboard,7.46,37.0,0.0
100889,2026-08-18,北京,electronics,1,4.56,16.6,11.6,11.7,wood,17.44,97.0,0.0
100744,2026-02-06,西安,clothing,0,0.35,38.4,31.9,12.4,bubble,7.54,24.0,0.0
100545,2026-05-30,成都,ceramics,1,3.82,35.5,14.2,24.9,cardboard,14.22,109.0,0.0
101934,2026-04-25,武汉,glass,1,1.82,18.3,24.3,23.9,cardboard,9.44,138.0,0.0
100907,2026-01-06,广州,clothing,0,1.26,28.1,22.1,17.9,cardboard,9.38,32.0,0.0
100932,2026-03-13,广州,electronics,0,1.85,28.1,37.7,12.8,bubble,7.89,116.0,0.0
100262,2026-03-22,上海,electronics,0,1.74,15.0,15.7,8.3,bubble,8.66,112.0,0.0
100591,2026-02-19,上海,clothing,0,0.25,41.5,30.1,32.5,cardboard,9.19,37.0,0.0
100989,2026-05-11,广州,electronics,0,4.42,58.3,20.5,31.6,cardboard,16.25,89.0,0.0
100241,2026-01-17,深圳,electronics,0,4.47,44.9,39.6,39.8,cardboard,18.16,124.0,0.0
101475,2026-05-09,上海,glass,1,,51.7,16.1,29.5,wood,19.5,135.0,0.0
100706,2026-04-12,杭州,electronics,0,4790.0,24.0,40.6,12.1,cardboard,16.4,97.0,0.0
101663,2026-05-28,深圳,electronics,0,0.69,58.7,22.3,5.2,wood,13.53,129.0,0.0
101101,2026-02-19,武汉,books,0,2.51,18.7,40.5,23.1,bubble,9.15,51.0,0.0
101053,2026-03-23,成都,glass,1,2.8,53.2,14.5,14.2,wood,15.38,129.0,0.0
100366,2026-06-07,西安,clothing,0,0.49,55.6,37.9,38.1,cardboard,12.19,32.0,0.0
101037,2026-05-27,上海,clothing,0,0.34,18.5,34.3,34.2,cardboard,8.39,39.0,0.0
101784,2026-02-09,杭州,electronics,0,3.52,34.3,10.1,19.4,cardboard,12.5,134.0,0.0
100600,2026-02-10,北京,electronics,1,3.79,25.0,13.8,5.4,cardboard,14.4,110.0,0.0
101337,2026-02-09,成都,electronics,0,3.84,57.7,27.2,31.1,wood,18.74,124.0,0.0
100515,2026-06-01,西安,ceramics,1,1.75,52.5,31.5,35.4,cardboard,13.29,110.0,0.0
100592,2026-02-04,西安,glass,1,3.87,28.7,43.9,20.7,wood,20.64,150.0,0.0
100072,2026-07-20,北京,ceramics,1,4.44,29.3,38.0,26.0,cardboard,16.8,99.0,0.0
101024,2026-03-27,西安,electronics,0,1.07,19.1,31.2,22.6,cardboard,8.51,97.0,0.0
100260,2026-05-08,北京,glass,1,3.98,34.4,36.2,21.0,cardboard,15.24,148.0,0.0
100052,2026-05-10,武汉,ceramics,1,3.2,17.6,22.8,23.9,cardboard,13.26,108.0,0.0
100199,2026-04-04,成都,clothing,0,0.38,51.8,30.4,14.2,cardboard,8.39,34.0,0.0
101241,2026-06-14,深圳,ceramics,1,4.23,54.4,42.4,12.3,cardboard,16.14,139.0,0.0
101387,2026-04-27,西安,electronics,0,4.07,51.4,14.3,,bubble,12.12,89.0,0.0
100333,2026-03-24,上海,electronics,0,2.38,24.6,,36.2,cardboard,13.23,105.0,0.0
101379,2026-04-20,上海,electronics,1,1.29,29.7,20.6,25.8,cardboard,9.84,85.0,0.0
101768,2026-01-04,上海,ceramics,1,1.91,34.6,12.6,13.0,cardboard,12.06,110.0,0.0
101461,2026-05-24,SHENZHEN,books,0,0.77,28.8,23.8,7.8,bubble,6.28,48.0,0.0
100589,2026-03-22,武汉,clothing,0,1.16,26.5,33.1,5.7,bubble,9.67,35.0,0.0
100974,2026-04-07,广州,clothing,0,1.0,38.4,11.2,29.8,bubble,8.97,32.0,0.0
100586,2026-01-23,成都,clothing,0,0.58,,33.4,31.1,bubble,5.47,33.0,0.0
101742,2026-07-31,深圳,electronics,0,2.71,59.7,37.5,27.5,bubble,13.03,111.0,0.0
101038,2026-01-15,广州,electronics,0,3.74,39.3,21.8,13.3,cardboard,13.61,99.0,0.0
101069,2026-08-21,杭州,glass,1,3.53,15.1,22.1,17.7,wood,17.35,167.0,0.0
100427,2026-08-27,深圳,electronics,0,3.77,45.1,24.0,21.7,cardboard,13.91,138.0,0.0
100577,2026-05-18,广州,clothing,0,1.4,27.3,27.5,16.5,bubble,7.11,32.0,0.0
101904,2026-05-27,西安,clothing,0,1.0,28.2,12.3,38.1,bubble,6.9,30.0,0.0
101263,2026-05-14,广州,glass,1,2.33,54.3,13.6,40.0,wood,17.25,170.0,
101002,2026-08-10,杭州,clothing,0,1.38,39.9,39.7,38.8,bubble,11.3,29.0,0.0
101641,2026-06-29,杭州,books,0,1.27,51.4,25.4,22.0,bubble,9.29,53.0,0.0
100967,2026-02-09,深圳,electronics,0,3.76,21.5,21.7,14.4,cardboard,12.82,107.0,0.0
100479,2026-08-11,杭州,glass,1,4450.0,58.0,40.6,33.9,wood,24.74,188.0,0.0
100737,2026-08-04,上海,clothing,0,0.36,30.0,23.9,30.4,bubble,6.68,36.0,0.0
100399,2026-03-06,杭州,electronics,0,2.62,28.6,15.4,30.2,bubble,9.14,125.0,0.0
101575,2026-06-08,西安,electronics,0,3.45,15.1,19.5,24.2,wood,18.28,116.0,0.0
100437,2026-04-05,西安,glass,1,4.22,41.8,25.3,25.3,wood,20.36,165.0,0.0
100193,2026-08-27,广州,electronics,1,0.68,27.3,11.1,14.8,wood,12.03,103.0,0.0
101456,2026-08-10,深圳,electronics,0,1.87,58.3,27.2,11.7,cardboard,10.53,118.0,0.0
100850,2026-01-10,武汉,electronics,0,1.76,,36.7,14.2,bubble,7.73,125.0,0.0
100293,2026-08-27,成都,glass,1,0.85,27.3,38.4,31.6,cardboard,11.79,192.0,0.0
100950,2026-01-03,武汉,electronics,0,3.67,32.3,17.0,21.4,cardboard,13.49,114.0,
101482,2026-03-02,西安,electronics,1,3.24,41.3,32.2,10.1,wood,19.16,116.0,0.0
101657,2026-03-03,杭州,ceramics,1,4.23,23.3,29.1,12.2,wood,18.66,109.0,0.0
101976,2026-04-19,西安,glass,1,4.2,26.3,12.6,32.0,cardboard,14.64,148.0,0.0
100555,2026-04-25,深圳,books,0,0.65,18.8,23.4,14.1,bubble,7.88,50.0,0.0
100142,2026-03-29,SHENZHEN,clothing,0,1.41,54.0,45.0,26.5,bubble,10.24,38.0,0.0
100746,2026-01-27,西安,ceramics,1,1.68,40.8,24.5,33.4,bubble,8.43,99.0,0.0
100003,2026-04-10,广州,books,0,2.71,36.0,11.5,10.4,cardboard,11.98,55.0,0.0
100766,2026-04-24,深圳,ceramics,1,3.62,50.9,42.8,11.0,wood,19.19,99.0,0.0
101978,2026-06-19,杭州,ceramics,1,2.45,51.2,39.3,12.4,cardboard,11.65,136.0,0.0
101176,2026-08-09,杭州,electronics,0,1.58,28.5,19.3,19.2,bubble,7.08,88.0,0.0
100340,2026-07-15,杭州,ceramics,0,1.42,47.6,37.9,,cardboard,11.83,131.0,0.0
101462,2026-08-18,武汉,glass,1,2.34,21.8,34.4,35.4,wood,17.38,167.0,0.0
100409,2026-07-07,杭州,books,0,0.59,36.6,27.3,35.0,bubble,7.94,42.0,0.0
101287,2026-02-08,西安,electronics,0,2.7,35.7,12.8,22.1,bubble,8.51,99.0,0.0
100266,2026-03-25,成都,clothing,1,1.5,45.3,12.1,25.6,wood,15.73,30.0,0.0
100377,2026-08-28,上海,glass,1,3.02,36.3,18.9,6.1,wood,16.5,157.0,0.0
100702,2026-03-03,北京市,ceramics,1,1.36,30.0,18.4,33.8,cardboard,9.88,106.0,0.0
100994,2026-01-23,西安,books,0,2.51,32.3,42.8,17.7,cardboard,12.36,55.0,0.0
100440,2026-05-24,上海,electronics,1,0.55,54.6,24.9,14.6,wood,15.0,98.0,0.0
100272,2026-01-13,深圳,electronics,0,0.77,42.5,37.7,33.8,cardboard,11.84,113.0,0.0
100185,2026-08-27,杭州,ceramics,1,3.0,30.5,24.7,8.5,wood,17.51,81.0,0.0
101245,2026-06-04,杭州,electronics,0,3.2,44.2,15.3,27.4,cardboard,13.08,,0.0
100245,2026-08-18,深圳,electronics,0,2.8,54.4,44.5,35.6,bubble,14.48,81.0,0.0
100614,2026-03-29,深圳,clothing,0,0.74,41.6,41.8,28.7,cardboard,10.44,38.0,0.0
101118,2026-01-04,北京,electronics,0,2.67,53.0,28.7,21.4,bubble,8.82,104.0,0.0
100446,2026-01-10,深圳,electronics,0,4.45,54.6,14.3,28.9,cardboard,13.52,107.0,0.0
100608,2026-03-14,杭州,electronics,0,4.52,27.6,,9.3,cardboard,14.22,94.0,0.0
100875,2026-08-06,武汉,ceramics,1,0.89,42.5,20.3,30.3,bubble,7.41,86.0,0.0
101740,2026-03-19,武汉,ceramics,1,3.7,46.4,27.2,34.5,wood,19.32,110.0,0.0
101764,2026-07-15,武汉,glass,1,1.21,32.1,44.1,16.9,cardboard,9.7,123.0,0.0
101291,2026-07-28,武汉,clothing,0,0.22,53.3,43.4,19.8,cardboard,8.21,29.0,0.0
100694,2026-06-18,武汉,electronics,0,4.62,46.2,18.9,7.2,cardboard,14.55,122.0,0.0
100416,2026-05-24,北京,ceramics,1,1.92,31.4,39.7,11.7,wood,15.05,109.0,0.0
100274,2026-03-02,北京,electronics,0,0.86,55.0,36.7,29.4,cardboard,11.77,136.0,
100745,2026-07-03,成都,electronics,0,3.17,32.9,21.7,27.3,cardboard,11.82,138.0,0.0
101972,2026-04-02,上海,clothing,0,0.82,,27.7,36.4,bubble,8.59,41.0,0.0
101476,2026-04-02,成都,ceramics,1,1.12,18.6,41.1,38.6,bubble,7.77,96.0,0.0
100251,2026-01-07,北京,clothing,0,1.24,45.3,28.4,27.8,bubble,7.91,29.0,0.0
100414,2026-05-06,成都,electronics,0,3.77,45.7,10.1,28.7,wood,18.7,126.0,0.0
100629,2026-08-21,杭州,glass,1,2.94,26.7,41.9,15.8,wood,16.38,185.0,0.0
101420,2026-07-03,杭州,electronics,0,2.35,53.1,15.0,,wood,17.07,90.0,0.0
101238,2026-04-19,上海,electronics,1,3.88,26.7,39.9,9.9,wood,18.64,104.0,0.0
100311,2026-03-26,上海,electronics,0,1.54,17.6,39.8,35.1,bubble,7.23,104.0,
100583,2026-03-10,北京,glass,1,1.65,30.4,28.5,28.4,cardboard,10.55,122.0,0.0
100382,2026-08-11,武汉,ceramics,1,1.23,,17.2,33.2,wood,12.11,124.0,0.0
101842,2026-05-03,深圳,ceramics,1,1.01,52.5,37.9,32.8,cardboard,12.62,117.0,0.0
100426,2026-01-02,深圳,books,0,0.43,59.9,22.2,15.0,bubble,7.12,49.0,0.0
101905,2026-03-01,成都,clothing,0,0.32,,44.9,31.1,bubble,7.25,30.0,0.0
101838,2026-08-02,北京,clothing,0,0.88,19.6,32.1,30.4,cardboard,8.51,33.0,0.0
101171,2026-01-29,西安,ceramics,1,1.8,30.8,18.5,30.4,cardboard,11.3,88.0,0.0
101375,2026-05-16,杭州,glass,0,1.25,29.0,43.1,6.2,bubble,9.6,139.0,0.0
100708,2026-01-27,上海,ceramics,1,3.52,32.1,19.5,11.8,cardboard,12.48,109.0,0.0
101600,2026-07-19,杭州,electronics,0,1.37,58.7,34.8,19.4,bubble,8.92,127.0,0.0
101487,2026-05-30,广州,glass,1,1.01,29.8,40.1,8.0,bubble,8.29,138.0,0.0
100927,2026-01-10,成都,ceramics,1,1.56,15.4,24.6,5.1,cardboard,8.55,113.0,0.0
101617,2026-03-03,上海,clothing,0,0.48,54.4,,20.0,bubble,5.37,35.0,0.0
100183,2026-03-07,广州,glass,1,1.39,17.1,20.0,9.9,cardboard,8.96,166.0,0.0
100171,2026-07-16,广州,books,0,2.46,39.6,29.6,22.7,cardboard,12.49,49.0,0.0
100573,2026-01-17,杭州,ceramics,1,3.94,22.1,39.6,38.3,cardboard,15.27,110.0,0.0
101252,2026-07-06,深圳,electronics,0,1.17,53.8,19.2,27.3,bubble,6.82,82.0,0.0
101907,2026-08-26,西安,clothing,0,1.27,48.0,37.2,32.7,bubble,11.31,29.0,0.0
100908,2026-02-24,西安,electronics,0,2.18,47.0,17.1,6.3,bubble,9.26,103.0,0.0
101382,2026-06-28,西安,ceramics,1,3.32,29.2,21.0,31.1,wood,18.32,119.0,0.0
101731,2026-06-22,西安,clothing,0,0.81,46.5,29.2,31.7,bubble,8.64,32.0,0.0
100273,2026-06-09,杭州,ceramics,0,1.58,52.3,30.8,13.6,cardboard,8.86,126.0,0.0
101573,2026-03-26,武汉,electronics,0,1.72,37.8,12.1,9.5,bubble,7.98,,0.0
100705,2026-03-02,北京,books,0,0.99,15.2,35.5,18.2,bubble,8.16,33.0,0.0
101562,2026-05-16,杭州,ceramics,1,1.37,55.3,12.9,35.6,bubble,6.95,127.0,0.0
100372,2026-02-18,广州,books,0,1.76,23.0,13.5,31.8,cardboard,9.66,37.0,0.0
100223,2026-01-07,杭州,electronics,0,2.32,44.6,35.2,27.5,bubble,10.17,112.0,0.0
101809,2026-08-20,西安,books,0,0.5,41.7,11.3,26.7,bubble,5.06,47.0,0.0
100945,2026-08-30,深圳,clothing,0,1.07,37.8,10.8,9.5,cardboard,8.85,41.0,0.0
100793,2026-06-26,成都,ceramics,1,2.2,27.3,28.8,16.7,cardboard,11.47,80.0,0.0
100519,2026-06-28,武汉,clothing,0,0.92,19.7,16.9,33.9,bubble,8.54,25.0,0.0
100335,2026-05-28,杭州,electronics,0,0.74,34.2,27.0,11.5,cardboard,9.68,137.0,0.0
101310,2026-07-02,成都,electronics,0,2.29,46.0,38.2,35.7,cardboard,13.5,88.0,0.0
101685,2026-07-16,杭州,clothing,0,1.01,49.0,24.4,30.6,cardboard,12.09,34.0,0.0
101424,2026-06-16,西安,electronics,0,1.76,26.5,44.1,8.0,cardboard,10.66,127.0,0.0
101404,2026-02-17,杭州,clothing,0,0.28,20.8,16.3,12.8,cardboard,7.87,40.0,0.0
100016,2026-05-10,北京,glass,1,4.29,57.9,20.2,23.0,wood,20.17,134.0,0.0
101660,2026-03-30,深圳,electronics,0,1.99,50.0,26.2,20.7,bubble,8.38,131.0,0.0
