order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged,volume,unit_freight,month
100377,2026-08-28,上海,glass,1,3.02,36.3,18.9,6.1,wood,16.5,157.0,0.0,4185.026999999999,5.4635761589403975,2026-08
100702,2026-03-03,北京,ceramics,1,1.36,30.0,18.4,33.8,cardboard,9.88,106.0,0.0,18657.6,7.264705882352941,2026-03
100994,2026-01-23,西安,books,0,2.51,32.3,42.8,17.7,cardboard,12.36,55.0,0.0,24469.187999999995,4.924302788844622,2026-01
100440,2026-05-24,上海,electronics,1,0.55,54.6,24.9,14.6,wood,15.0,98.0,0.0,19849.284,27.27272727272727,2026-05
100272,2026-01-13,深圳,electronics,0,0.77,42.5,37.7,33.8,cardboard,11.84,113.0,0.0,54156.05,15.376623376623376,2026-01
100185,2026-08-27,杭州,ceramics,1,3.0,30.5,24.7,8.5,wood,17.51,81.0,0.0,6403.475,5.836666666666667,2026-08
101245,2026-06-04,杭州,electronics,0,3.2,44.2,15.3,27.4,cardboard,13.08,111.0,0.0,18529.524,4.0874999999999995,2026-06
100245,2026-08-18,深圳,electronics,0,2.8,54.4,44.5,35.6,bubble,14.48,81.0,0.0,86180.48,5.171428571428572,2026-08
100614,2026-03-29,深圳,clothing,0,0.74,41.6,41.8,28.7,cardboard,10.44,38.0,0.0,49905.85599999999,14.108108108108107,2026-03
101118,2026-01-04,北京,electronics,0,2.67,53.0,28.7,21.4,bubble,8.82,104.0,0.0,32551.539999999997,3.303370786516854,2026-01
100446,2026-01-10,深圳,electronics,0,4.45,54.6,14.3,28.9,cardboard,13.52,107.0,0.0,22564.542,3.038202247191011,2026-01
100608,2026-03-14,杭州,electronics,0,4.52,27.6,27.2,9.3,cardboard,14.22,94.0,0.0,6981.696000000001,3.1460176991150446,2026-03
100875,2026-08-06,武汉,ceramics,1,0.89,42.5,20.3,30.3,bubble,7.41,86.0,0.0,26141.325,8.325842696629213,2026-08
101740,2026-03-19,武汉,ceramics,1,3.7,46.4,27.2,34.5,wood,19.32,110.0,0.0,43541.759999999995,5.221621621621622,2026-03
101764,2026-07-15,武汉,glass,1,1.21,32.1,44.1,16.9,cardboard,9.7,123.0,0.0,23923.809,8.016528925619834,2026-07
101291,2026-07-28,武汉,clothing,0,0.22,53.3,43.4,19.8,cardboard,8.21,29.0,0.0,45801.756,37.31818181818182,2026-07
100694,2026-06-18,武汉,electronics,0,4.62,46.2,18.9,7.2,cardboard,14.55,122.0,0.0,6286.896,3.1493506493506493,2026-06
100416,2026-05-24,北京,ceramics,1,1.92,31.4,39.7,11.7,wood,15.05,109.0,0.0,14584.985999999999,7.838541666666667,2026-05
100745,2026-07-03,成都,electronics,0,3.17,32.9,21.7,27.3,cardboard,11.82,138.0,0.0,19490.289,3.7287066246056786,2026-07
101972,2026-04-02,上海,clothing,0,0.82,37.8,27.7,36.4,bubble,8.59,41.0,0.0,38112.984,10.475609756097562,2026-04
101476,2026-04-02,成都,ceramics,1,1.12,18.6,41.1,38.6,bubble,7.77,96.0,0.0,29508.156000000003,6.937499999999999,2026-04
100251,2026-01-07,北京,clothing,0,1.24,45.3,28.4,27.8,bubble,7.91,29.0,0.0,35765.255999999994,6.379032258064516,2026-01
100414,2026-05-06,成都,electronics,0,3.77,45.7,10.1,28.7,wood,18.7,126.0,0.0,13247.059,4.960212201591512,2026-05
100629,2026-08-21,杭州,glass,1,2.94,26.7,41.9,15.8,wood,16.38,185.0,0.0,17675.934,5.571428571428571,2026-08
101420,2026-07-03,杭州,electronics,0,2.35,53.1,15.0,22.05,wood,17.07,90.0,0.0,17562.825,7.263829787234043,2026-07
101238,2026-04-19,上海,electronics,1,3.88,26.7,39.9,9.9,wood,18.64,104.0,0.0,10546.767,4.804123711340207,2026-04
100583,2026-03-10,北京,glass,1,1.65,30.4,28.5,28.4,cardboard,10.55,122.0,0.0,24605.76,6.3939393939393945,2026-03
100382,2026-08-11,武汉,ceramics,1,1.23,37.1,17.2,33.2,wood,12.11,124.0,0.0,21185.584000000003,9.845528455284553,2026-08
101842,2026-05-03,深圳,ceramics,1,1.01,52.5,37.9,32.8,cardboard,12.62,117.0,0.0,65263.799999999996,12.495049504950494,2026-05
100426,2026-01-02,深圳,books,0,0.43,59.9,22.2,15.0,bubble,7.12,49.0,0.0,19946.7,16.558139534883722,2026-01
101905,2026-03-01,成都,clothing,0,0.32,37.8,44.9,31.1,bubble,7.25,30.0,0.0,52783.541999999994,22.65625,2026-03
101838,2026-08-02,北京,clothing,0,0.88,19.6,32.1,30.4,cardboard,8.51,33.0,0.0,19126.464,9.670454545454545,2026-08
101171,2026-01-29,西安,ceramics,1,1.8,30.8,18.5,30.4,cardboard,11.3,88.0,0.0,17321.920000000002,6.277777777777778,2026-01
101375,2026-05-16,杭州,glass,0,1.25,29.0,43.1,6.2,bubble,9.6,139.0,0.0,7749.380000000001,7.68,2026-05
100708,2026-01-27,上海,ceramics,1,3.52,32.1,19.5,11.8,cardboard,12.48,109.0,0.0,7386.210000000001,3.5454545454545454,2026-01
101600,2026-07-19,杭州,electronics,0,1.37,58.7,34.8,19.4,bubble,8.92,127.0,0.0,39629.543999999994,6.510948905109489,2026-07
101487,2026-05-30,广州,glass,1,1.01,29.8,40.1,8.0,bubble,8.29,138.0,0.0,9559.84,8.207920792079207,2026-05
100927,2026-01-10,成都,ceramics,1,1.56,15.4,24.6,5.1,cardboard,8.55,113.0,0.0,1932.084,5.480769230769231,2026-01
101617,2026-03-03,上海,clothing,0,0.48,54.4,28.3,20.0,bubble,5.37,35.0,0.0,30790.4,11.1875,2026-03
100183,2026-03-07,广州,glass,1,1.39,17.1,20.0,9.9,cardboard,8.96,166.0,0.0,3385.8,6.446043165467627,2026-03
100171,2026-07-16,广州,books,0,2.46,39.6,29.6,22.7,cardboard,12.49,49.0,0.0,26608.032,5.0772357723577235,2026-07
100573,2026-01-17,杭州,ceramics,1,3.94,22.1,39.6,38.3,cardboard,15.27,110.0,0.0,33518.628000000004,3.8756345177664975,2026-01
101252,2026-07-06,深圳,electronics,0,1.17,53.8,19.2,27.3,bubble,6.82,82.0,0.0,28199.807999999997,5.82905982905983,2026-07
101907,2026-08-26,西安,clothing,0,1.27,48.0,37.2,32.7,bubble,11.31,29.0,0.0,58389.12000000001,8.905511811023622,2026-08
101382,2026-06-28,西安,ceramics,1,3.32,29.2,21.0,31.1,wood,18.32,119.0,0.0,19070.52,5.518072289156627,2026-06
101731,2026-06-22,西安,clothing,0,0.81,46.5,29.2,31.7,bubble,8.64,32.0,0.0,43042.259999999995,10.666666666666666,2026-06
100273,2026-06-09,杭州,ceramics,0,1.58,52.3,30.8,13.6,cardboard,8.86,126.0,0.0,21907.424,5.6075949367088604,2026-06
101573,2026-03-26,武汉,electronics,0,1.72,37.8,12.1,9.5,bubble,7.98,111.0,0.0,4345.11,4.6395348837209305,2026-03
100705,2026-03-02,北京,books,0,0.99,15.2,35.5,18.2,bubble,8.16,33.0,0.0,9820.72,8.242424242424242,2026-03
101562,2026-05-16,杭州,ceramics,1,1.37,55.3,12.9,35.6,bubble,6.95,127.0,0.0,25395.972,5.072992700729927,2026-05
100372,2026-02-18,广州,books,0,1.76,23.0,13.5,31.8,cardboard,9.66,37.0,0.0,9873.9,5.488636363636363,2026-02
100223,2026-01-07,杭州,electronics,0,2.32,44.6,35.2,27.5,bubble,10.17,112.0,0.0,43172.8,4.383620689655173,2026-01
101809,2026-08-20,西安,books,0,0.5,41.7,11.3,26.7,bubble,5.06,47.0,0.0,12581.307,10.12,2026-08
100945,2026-08-30,深圳,clothing,0,1.07,37.8,10.8,9.5,cardboard,8.85,41.0,0.0,3878.28,8.271028037383177,2026-08
100793,2026-06-26,成都,ceramics,1,2.2,27.3,28.8,16.7,cardboard,11.47,80.0,0.0,13130.207999999999,5.213636363636364,2026-06
100519,2026-06-28,武汉,clothing,0,0.92,19.7,16.9,33.9,bubble,8.54,25.0,0.0,11286.326999999997,9.282608695652172,2026-06
100335,2026-05-28,杭州,electronics,0,0.74,34.2,27.0,11.5,cardboard,9.68,137.0,0.0,10619.1,13.08108108108108,2026-05
101310,2026-07-02,成都,electronics,0,2.29,46.0,38.2,35.7,cardboard,13.5,88.0,0.0,62732.04000000001,5.895196506550218,2026-07
101685,2026-07-16,杭州,clothing,0,1.01,49.0,24.4,30.6,cardboard,12.09,34.0,0.0,36585.36,11.97029702970297,2026-07
101424,2026-06-16,西安,electronics,0,1.76,26.5,44.1,8.0,cardboard,10.66,127.0,0.0,9349.2,6.056818181818182,2026-06
101404,2026-02-17,杭州,clothing,0,0.28,20.8,16.3,12.8,cardboard,7.87,40.0,0.0,4339.712,28.107142857142854,2026-02
100016,2026-05-10,北京,glass,1,4.29,57.9,20.2,23.0,wood,20.17,134.0,0.0,26900.339999999997,4.701631701631702,2026-05
101660,2026-03-30,深圳,electronics,0,1.99,50.0,26.2,20.7,bubble,8.38,131.0,0.0,27117.0,4.21105527638191,2026-03
101993,2026-07-24,杭州,clothing,0,1.48,50.6,16.8,16.2,bubble,9.02,26.0,0.0,13771.296,6.094594594594595,2026-07
101563,2026-04-17,广州,books,0,0.84,52.0,12.9,21.7,cardboard,8.8,37.0,0.0,14556.36,10.476190476190478,2026-04
101711,2026-08-17,深圳,glass,1,2.55,35.0,40.2,36.4,wood,19.84,146.0,0.0,51214.799999999996,7.780392156862746,2026-08
100618,2026-06-03,广州,ceramics,1,2.62,49.8,26.9,38.3,cardboard,14.6,90.0,0.0,51307.44599999999,5.572519083969465,2026-06
100922,2026-01-01,杭州,clothing,0,0.26,30.3,27.1,32.7,bubble,7.63,26.0,0.0,26850.951000000005,29.346153846153843,2026-01
100466,2026-03-22,深圳,ceramics,1,2.84,24.6,42.1,39.2,wood,18.88,93.0,0.0,40597.872,6.647887323943662,2026-03
101266,2026-02-15,武汉,glass,1,3.77,50.6,38.3,5.8,wood,18.13,201.0,0.0,11240.284,4.809018567639257,2026-02
100200,2026-03-04,上海,electronics,0,3.19,38.1,19.0,28.2,wood,17.28,133.0,0.0,20413.98,5.416927899686521,2026-03
101224,2026-01-07,西安,books,0,1.24,36.6,23.8,35.5,cardboard,9.64,44.0,0.0,30923.34,7.774193548387097,2026-01
101466,2026-06-06,广州,electronics,1,1.4,25.3,14.1,18.2,wood,16.8,129.0,0.0,6492.486,12.000000000000002,2026-06
101538,2026-01-10,上海,clothing,0,0.31,25.0,44.2,37.9,bubble,8.82,30.0,0.0,41879.5,28.451612903225808,2026-01
101319,2026-03-20,广州,books,0,2.69,24.5,13.4,25.4,cardboard,12.06,46.0,0.0,8338.82,4.4832713754646845,2026-03
101712,2026-02-28,西安,ceramics,1,3.4,40.0,43.6,13.4,wood,19.49,88.0,0.0,23369.600000000002,5.732352941176471,2026-02
101987,2026-07-30,西安,clothing,0,1.16,37.8,22.1,12.3,bubble,7.77,32.0,0.0,10275.174,6.698275862068965,2026-07
101421,2026-01-31,杭州,clothing,0,1.31,42.4,17.9,32.3,cardboard,10.93,41.0,0.0,24514.407999999996,8.343511450381678,2026-01
101434,2026-08-07,成都,glass,1,3.68,15.2,42.0,30.1,cardboard,12.78,208.0,0.0,19215.84,3.4728260869565215,2026-08
101119,2026-02-07,广州,glass,1,2.47,21.5,17.8,24.6,wood,16.37,182.0,0.0,9414.42,6.627530364372469,2026-02
101594,2026-01-13,杭州,electronics,0,0.77,36.9,32.4,8.3,bubble,5.94,116.0,0.0,9923.148000000001,7.714285714285714,2026-01
100044,2026-03-14,深圳,glass,1,2.6,33.5,24.3,12.6,cardboard,9.6,123.0,0.0,10257.03,3.692307692307692,2026-03
100275,2026-01-02,杭州,glass,1,1.79,36.3,30.0,16.0,cardboard,10.85,197.0,0.0,17424.0,6.06145251396648,2026-01
101114,2026-04-17,杭州,electronics,0,1.14,27.5,14.8,30.7,cardboard,10.24,119.0,0.0,12494.9,8.982456140350878,2026-04
100102,2026-05-04,杭州,electronics,0,1.12,54.8,33.2,8.9,cardboard,8.06,105.0,0.0,16192.304000000002,7.196428571428571,2026-05
101839,2026-04-02,西安,glass,1,2.82,22.6,10.3,9.3,wood,16.64,137.0,0.0,2164.8540000000003,5.9007092198581566,2026-04
101589,2026-06-28,北京,electronics,0,2.55,40.6,21.9,27.6,cardboard,11.94,127.0,0.0,24540.264,4.682352941176471,2026-06
100108,2026-08-12,深圳,electronics,1,0.89,52.0,23.9,39.7,wood,16.16,106.0,0.0,49339.16,18.157303370786515,2026-08
101076,2026-07-14,杭州,electronics,0,1.07,55.2,18.4,16.2,bubble,8.33,117.0,0.0,16454.016,7.785046728971962,2026-07
100498,2026-07-08,西安,electronics,0,2.53,16.2,10.0,17.3,bubble,7.25,111.0,0.0,2802.6,2.865612648221344,2026-07
101189,2026-02-05,广州,glass,1,3.05,50.2,23.4,6.2,wood,17.58,184.0,0.0,7283.0160000000005,5.763934426229508,2026-02
101129,2026-07-14,上海,books,0,2.23,15.8,29.1,19.5,cardboard,10.28,42.0,0.0,8965.710000000001,4.609865470852018,2026-07
101180,2026-07-23,杭州,glass,1,4.53,39.5,23.5,29.6,cardboard,15.29,158.0,0.0,27476.2,3.375275938189845,2026-07
100655,2026-02-15,上海,ceramics,1,2.7,42.1,38.5,7.4,cardboard,13.02,96.0,0.0,11994.29,4.822222222222222,2026-02
101448,2026-02-19,广州,electronics,0,3.94,40.6,17.9,19.9,cardboard,13.86,119.0,0.0,14462.125999999998,3.517766497461929,2026-02
101316,2026-08-10,西安,clothing,0,0.56,26.0,26.6,36.9,bubble,3.95,32.0,0.0,25520.04,7.053571428571428,2026-08
101673,2026-05-16,杭州,glass,1,3.6,57.2,28.2,22.8,cardboard,14.76,168.0,0.0,36777.312,4.1,2026-05
100965,2026-01-21,西安,electronics,0,4.35,28.4,44.6,27.2,cardboard,15.84,138.0,0.0,34452.60799999999,3.6413793103448278,2026-01
100073,2026-02-27,上海,electronics,1,2.77,47.6,34.8,30.9,wood,19.21,115.0,0.0,51185.231999999996,6.935018050541516,2026-02
100768,2026-05-21,杭州,electronics,0,4.78,39.8,42.2,27.9,cardboard,17.27,119.0,0.0,46859.723999999995,3.612970711297071,2026-05
101232,2026-01-12,西安,electronics,0,2.24,17.8,27.2,22.05,cardboard,12.05,104.0,0.0,10675.728000000001,5.379464285714286,2026-01
101587,2026-03-28,广州,ceramics,1,2.87,18.2,15.6,26.2,wood,15.86,112.0,0.0,7438.703999999999,5.526132404181184,2026-03
101915,2026-03-08,深圳,electronics,0,4.93,59.0,28.8,30.5,cardboard,18.53,137.0,0.0,51825.6,3.758620689655173,2026-03
100482,2026-04-03,深圳,electronics,0,2.99,30.1,10.4,27.1,bubble,13.2,96.0,0.0,8483.384000000002,4.414715719063545,2026-04
101084,2026-07-14,深圳,books,0,1.27,35.5,18.4,13.6,bubble,7.06,35.0,0.0,8883.519999999999,5.559055118110236,2026-07
100507,2026-01-17,广州,ceramics,1,3.95,32.3,21.4,30.1,cardboard,16.12,114.0,0.0,20805.721999999998,4.0810126582278485,2026-01
100756,2026-06-20,杭州,books,0,2.64,40.6,38.0,21.6,bubble,10.07,33.0,0.0,33324.48,3.8143939393939394,2026-06
100786,2026-07-27,北京,glass,1,1.67,40.4,24.9,14.5,cardboard,10.73,203.0,0.0,14586.419999999998,6.425149700598803,2026-07
101940,2026-06-04,武汉,clothing,0,1.03,30.0,21.3,19.9,bubble,7.77,33.0,0.0,12716.099999999999,7.543689320388349,2026-06
100675,2026-04-13,西安,books,0,2.55,21.0,10.3,20.2,bubble,10.97,37.0,0.0,4369.26,4.301960784313726,2026-04
101623,2026-03-17,北京,ceramics,1,1.18,56.7,15.3,21.9,wood,14.4,112.0,0.0,18998.469,12.203389830508476,2026-03
100312,2026-02-06,杭州,ceramics,1,1.12,52.0,29.7,24.5,bubble,5.98,84.0,0.0,37837.799999999996,5.339285714285714,2026-02
101756,2026-04-25,武汉,clothing,0,1.42,44.3,28.2,18.8,bubble,6.88,31.0,0.0,23486.088,4.845070422535211,2026-04
100406,2026-08-06,上海,clothing,0,0.75,58.6,16.1,10.3,cardboard,8.32,41.0,0.0,9717.638000000003,11.093333333333334,2026-08
101117,2026-07-28,深圳,glass,1,4.49,31.9,21.2,34.2,cardboard,15.8,202.0,0.0,23128.776,3.5189309576837418,2026-07
101161,2026-03-07,成都,glass,1,3.78,27.1,32.9,10.2,cardboard,11.84,137.0,1.0,9094.217999999999,3.1322751322751325,2026-03
100310,2026-05-11,北京,books,0,1.66,26.3,27.7,8.5,bubble,9.18,44.0,0.0,6192.335,5.530120481927711,2026-05
100227,2026-02-18,北京,books,0,1.39,54.8,28.3,24.3,bubble,9.85,43.0,0.0,37685.412,7.086330935251799,2026-02
101724,2026-08-26,深圳,clothing,0,0.82,37.8,14.7,24.1,cardboard,9.45,38.0,0.0,13391.406,11.524390243902438,2026-08
101006,2026-05-05,武汉,electronics,0,3.89,23.7,34.8,15.9,cardboard,15.22,115.0,0.0,13113.683999999997,3.912596401028278,2026-05
101552,2026-01-09,武汉,clothing,0,0.33,29.1,28.3,35.1,bubble,8.18,35.0,0.0,28905.903000000006,24.787878787878785,2026-01
101850,2026-05-17,杭州,ceramics,1,1.27,45.4,20.3,36.0,cardboard,11.25,107.0,0.0,33178.32,8.858267716535433,2026-05
100846,2026-07-01,杭州,books,0,2.69,19.3,35.9,14.9,bubble,9.7,43.0,0.0,10323.763,3.6059479553903344,2026-07
100149,2026-04-11,深圳,ceramics,0,3.35,33.2,42.3,13.6,cardboard,12.25,85.0,0.0,19099.296000000002,3.656716417910448,2026-04
100638,2026-05-27,上海,books,0,1.21,38.5,31.0,13.8,cardboard,8.47,32.0,0.0,16470.3,7.000000000000001,2026-05
100728,2026-04-17,上海,electronics,0,1.58,29.9,31.9,11.8,bubble,7.9,104.0,0.0,11254.958,5.0,2026-04
101133,2026-06-11,深圳,ceramics,1,4.37,44.1,12.9,33.4,cardboard,17.18,90.0,0.0,19000.926,3.931350114416476,2026-06
100833,2026-05-30,深圳,electronics,0,1.22,36.9,27.3,32.1,bubble,8.27,85.0,0.0,32336.577,6.778688524590164,2026-05
101199,2026-02-13,武汉,glass,1,2.57,39.1,41.6,30.4,cardboard,11.81,155.0,0.0,49447.424000000006,4.5953307392996114,2026-02
100576,2026-06-29,成都,clothing,0,1.33,35.3,19.9,27.3,bubble,8.94,32.0,0.0,19177.430999999997,6.721804511278195,2026-06
100558,2026-07-18,成都,glass,1,1.6,43.8,31.4,27.8,wood,16.42,202.0,0.0,38233.896,10.262500000000001,2026-07
100711,2026-03-04,成都,electronics,1,4.12,45.9,13.2,29.3,bubble,10.28,95.0,0.0,17752.284,2.495145631067961,2026-03
101279,2026-03-12,武汉,electronics,0,0.88,37.3,30.1,37.7,cardboard,10.96,102.0,0.0,42326.921,12.454545454545455,2026-03
101376,2026-04-26,上海,clothing,0,0.62,21.6,14.1,13.7,bubble,5.57,33.0,0.0,4172.472,8.983870967741936,2026-04
101179,2026-02-10,武汉,glass,1,3.71,43.2,17.6,21.6,wood,19.49,137.0,0.0,16422.912000000004,5.2533692722371965,2026-02
101507,2026-05-24,广州,electronics,0,4.3,25.7,14.5,8.9,cardboard,14.05,137.0,0.0,3316.585,3.2674418604651168,2026-05
101390,2026-08-14,成都,electronics,0,3.19,48.1,24.6,24.0,cardboard,13.71,85.0,0.0,28398.239999999998,4.29780564263323,2026-08
100287,2026-07-08,西安,electronics,0,3.19,23.4,21.6,7.5,wood,16.77,98.0,0.0,3790.8,5.25705329153605,2026-07
101628,2026-06-01,深圳,ceramics,1,2.605,18.7,43.8,13.0,wood,17.29,118.0,0.0,10647.779999999999,6.637236084452975,2026-06
100753,2026-08-30,成都,clothing,0,1.43,46.0,24.5,28.6,wood,15.37,30.0,1.0,32232.2,10.748251748251748,2026-08
100599,2026-08-31,广州,glass,0,4.17,26.0,19.4,8.3,cardboard,14.08,130.0,0.0,4186.52,3.3764988009592325,2026-08
100951,2026-07-25,成都,clothing,0,0.72,34.5,16.9,36.4,bubble,8.42,38.0,0.0,21223.019999999997,11.694444444444445,2026-07
101008,2026-01-23,深圳,clothing,0,0.32,54.0,16.0,33.0,bubble,8.22,30.0,0.0,28512.0,25.6875,2026-01
101661,2026-06-06,上海,glass,1,4.61,57.1,19.4,16.9,bubble,13.95,185.0,0.0,18720.805999999997,3.026030368763557,2026-06
101611,2026-08-20,广州,clothing,0,0.42,43.6,42.3,30.8,bubble,8.86,32.0,0.0,56803.824,21.095238095238095,2026-08
101055,2026-02-07,广州,electronics,0,1.58,37.3,33.6,33.8,cardboard,11.14,111.0,0.0,42360.863999999994,7.050632911392405,2026-02
101248,2026-07-10,北京,clothing,0,0.92,34.9,15.9,25.2,bubble,8.53,40.0,0.0,13983.731999999998,9.271739130434781,2026-07
101730,2026-04-22,深圳,glass,1,1.47,15.0,28.8,25.2,cardboard,11.2,148.0,0.0,10886.4,7.619047619047619,2026-04
100923,2026-07-22,西安,glass,1,3.06,55.8,38.9,36.2,bubble,14.01,148.0,0.0,78576.444,4.578431372549019,2026-07
101303,2026-06-02,上海,electronics,0,3.88,57.0,37.2,10.1,wood,20.18,107.0,0.0,21416.04,5.201030927835052,2026-06
101222,2026-01-30,成都,clothing,0,0.96,37.5,29.7,14.3,cardboard,8.4,27.0,0.0,15926.625,8.75,2026-01
100783,2026-03-22,杭州,ceramics,1,1.53,17.2,20.6,36.7,cardboard,10.33,110.0,0.0,13003.544,6.751633986928105,2026-03
100610,2026-01-18,上海,ceramics,1,3.12,52.8,31.9,20.7,cardboard,13.48,105.0,0.0,34865.424,4.32051282051282,2026-01
101059,2026-01-31,深圳,glass,1,2.43,46.6,41.1,21.0,cardboard,13.98,177.0,0.0,40220.46000000001,5.753086419753086,2026-01
100813,2026-08-26,深圳,ceramics,0,2.02,31.7,33.6,27.8,bubble,9.68,94.0,0.0,29610.336000000003,4.792079207920792,2026-08
101443,2026-01-08,西安,ceramics,1,3.67,23.2,11.8,22.2,wood,18.04,130.0,0.0,6077.472,4.915531335149864,2026-01
101121,2026-06-08,深圳,glass,1,1.44,37.3,40.6,22.6,bubble,7.54,139.0,0.0,34224.988,5.236111111111112,2026-06
100494,2026-02-08,武汉,ceramics,1,2.38,52.3,17.1,38.0,wood,17.33,128.0,0.0,33984.54,7.281512605042017,2026-02
101339,2026-01-15,广州,glass,0,2.75,23.6,19.6,17.8,bubble,9.75,192.0,0.0,8233.568000000001,3.5454545454545454,2026-01
100278,2026-07-14,深圳,electronics,0,3.42,37.3,31.6,10.3,cardboard,14.67,115.0,0.0,12140.404000000002,4.2894736842105265,2026-07
101876,2026-08-26,西安,clothing,0,0.62,29.8,21.4,20.9,bubble,8.3,39.0,0.0,13328.348,13.38709677419355,2026-08
100359,2026-06-03,西安,electronics,1,2.77,24.4,13.2,35.7,cardboard,12.35,137.0,0.0,11498.256000000001,4.458483754512635,2026-06
101570,2026-02-01,广州,ceramics,0,1.52,15.5,43.0,20.0,cardboard,10.55,81.0,0.0,13330.0,6.940789473684211,2026-02
100237,2026-03-15,西安,glass,1,2.82,16.4,15.0,26.5,cardboard,11.35,151.0,0.0,6518.999999999999,4.0248226950354615,2026-03
100552,2026-06-10,北京,electronics,0,4.15,31.1,12.4,35.0,cardboard,15.08,114.0,0.0,13497.400000000001,3.633734939759036,2026-06
101897,2026-08-21,杭州,glass,1,2.33,26.0,11.5,35.0,wood,17.91,163.0,0.0,10465.0,7.686695278969957,2026-08
100916,2026-03-15,成都,clothing,0,1.11,37.4,33.3,8.6,cardboard,9.53,39.0,0.0,10710.611999999997,8.585585585585584,2026-03
100209,2026-02-21,深圳,ceramics,1,1.94,37.1,11.5,5.2,wood,16.41,125.0,0.0,2218.5800000000004,8.458762886597938,2026-02
101407,2026-05-16,成都,glass,1,2.28,58.1,24.6,39.9,wood,18.05,203.0,0.0,57027.47400000001,7.916666666666668,2026-05
101584,2026-05-17,广州,clothing,0,0.73,40.6,22.2,16.5,cardboard,8.76,25.0,0.0,14871.78,12.0,2026-05
100059,2026-07-04,深圳,clothing,1,1.24,43.0,40.0,5.2,wood,14.7,24.0,0.0,8944.0,11.854838709677418,2026-07
100632,2026-08-15,杭州,glass,1,2.01,55.9,22.5,11.1,wood,16.66,128.0,0.0,13961.025,8.28855721393035,2026-08
101608,2026-07-28,上海,clothing,0,1.14,58.9,27.9,26.7,bubble,8.05,34.0,0.0,43876.377,7.061403508771931,2026-07
101889,2026-07-06,上海,glass,0,1.07,48.6,17.0,39.6,bubble,8.3,123.0,0.0,32717.520000000004,7.757009345794393,2026-07
101601,2026-03-10,西安,clothing,0,0.43,44.9,16.9,10.1,bubble,7.09,37.0,0.0,7663.980999999999,16.488372093023255,2026-03
100364,2026-07-13,上海,glass,1,2.23,31.1,39.8,13.4,cardboard,10.92,164.0,0.0,16586.252,4.896860986547085,2026-07
100506,2026-01-27,西安,ceramics,1,1.38,21.7,10.7,22.5,bubble,6.14,87.0,0.0,5224.275,4.449275362318841,2026-01
101981,2026-01-22,深圳,ceramics,1,2.68,51.0,16.6,39.7,wood,17.62,90.0,0.0,33610.020000000004,6.574626865671641,2026-01
101139,2026-05-20,杭州,ceramics,1,2.4,24.0,12.9,18.7,cardboard,11.66,117.0,0.0,5789.52,4.858333333333333,2026-05
101627,2026-04-06,西安,glass,1,3.29,56.8,42.5,22.4,wood,18.92,154.0,0.0,54073.6,5.750759878419453,2026-04
101234,2026-05-16,杭州,ceramics,1,0.96,20.6,37.9,21.3,cardboard,10.54,100.0,0.0,16629.762000000002,10.979166666666666,2026-05
101646,2026-03-30,广州,glass,0,1.89,40.3,10.3,11.4,bubble,9.19,135.0,0.0,4732.026,4.862433862433862,2026-03
101890,2026-04-08,杭州,ceramics,1,2.605,41.5,45.0,33.0,wood,21.04,132.0,0.0,61627.5,8.076775431861805,2026-04
100944,2026-02-01,上海,glass,1,1.03,51.2,42.5,10.3,bubble,7.72,138.0,0.0,22412.800000000003,7.4951456310679605,2026-02
100119,2026-08-12,杭州,clothing,0,0.53,41.9,33.4,6.8,bubble,7.77,40.0,0.0,9516.327999999998,14.660377358490564,2026-08
101822,2026-07-10,广州,electronics,0,0.59,36.7,33.7,20.7,bubble,8.06,139.0,0.0,25601.553000000004,13.661016949152543,2026-07
100782,2026-01-21,西安,electronics,0,3.78,20.2,32.2,22.05,wood,19.55,123.0,0.0,14342.202000000001,5.1719576719576725,2026-01
100514,2026-01-11,上海,electronics,0,1.41,21.0,36.1,19.6,bubble,8.22,87.0,0.0,14858.760000000002,5.829787234042554,2026-01
100082,2026-01-03,深圳,electronics,0,3.89,24.1,16.5,23.3,cardboard,13.1,82.0,0.0,9265.245,3.3676092544987144,2026-01
101891,2026-05-01,北京,electronics,0,3.69,27.4,37.4,33.7,cardboard,16.81,102.0,0.0,34534.412000000004,4.555555555555555,2026-05
101034,2026-08-10,武汉,electronics,1,3.68,36.9,25.9,29.6,wood,18.63,120.0,0.0,28289.016,5.062499999999999,2026-08
100381,2026-08-08,广州,books,0,2.48,18.1,27.3,7.8,cardboard,9.4,52.0,0.0,3854.2140000000004,3.7903225806451615,2026-08
101044,2026-04-30,北京,books,0,1.74,38.4,26.5,26.5,bubble,9.28,43.0,0.0,26966.399999999998,5.333333333333333,2026-04
101714,2026-07-05,广州,electronics,1,2.95,36.8,27.5,16.9,wood,19.7,111.0,0.0,17102.799999999996,6.677966101694914,2026-07
100085,2026-05-27,西安,electronics,0,4.33,28.3,23.0,19.2,cardboard,14.66,92.0,0.0,12497.279999999999,3.3856812933025404,2026-05
101703,2026-01-01,广州,electronics,0,0.94,28.4,19.1,12.9,bubble,6.53,124.0,0.0,6997.476000000001,6.946808510638299,2026-01
